name,type
histochemistry and cell biology,2.553
histology and histopathology,2.025
histopathology,3.523
historia agraria,0.4
historia critica,0.175
historia mathematica,0.258
historia y politica,0.25
historical biology,1.556
historical journal,0.374
historical materialism-research in critical marxist theory,0.26
historical methods,0.545
historical records of australian science,0.074
historical social research-historische sozialforschung,0.276
historical studies in the natural sciences,0.606
historiographia linguistica,0.069
history and philosophy of logic,0.286
history and philosophy of the life sciences,0.13
history and theory,0.918
history of economic ideas,0.186
history of education,0.333
history of geo- and space sciences,0.765
history of political economy,0.595
history of psychiatry,0.254
history of psychology,1
history of science,0.641
history of the family,0.455
history of the human sciences,0.397
history workshop journal,0.538
hitotsubashi journal of economics,0.207
hiv clinical trials,1.778
hiv medicine,3.257
hno,0.723
hokkaido mathematical journal,0.256
holistic nursing practice,0.726
holocene,2.324
holzforschung,1.868
homeopathy,1.16
homicide studies,1.568
homo-journal of comparative human biology,0.655
homology homotopy and applications,0.486
hong kong journal of dermatology & venereology,0.056
hong kong journal of emergency medicine,0.135
hong kong journal of occupational therapy,0.25
hong kong journal of paediatrics,0.172
hong kong law journal,0.205
hong kong medical journal,1.111
hormone and metabolic research,2.268
hormone research in paediatrics,1.844
hormones & cancer,3.709
hormones and behavior,3.378
hormones-international journal of endocrinology and metabolism,1.481
horticultura brasileira,0.335
horticultural science,0.566
horticulture environment and biotechnology,0.812
horticulture journal,0.683
horticulture research,3.6
hortscience,0.848
horttechnology,0.529
houille blanche-revue internationale de l eau,0.326
housing policy debate,1.278
housing studies,1.513
housing theory & society,1
houston journal of mathematics,0.255
hpb,3.29
human & experimental toxicology,1.802
human and ecological risk assessment,1.56
human biology,0.825
human brain mapping,4.53
human cell,1.93
human communication research,1.549
human development,2.517
human ecology,1.743
human ecology review,0.379
human factors,1.99
human factors and ergonomics in manufacturing & service industries,0.761
human fertility,1.103
human gene therapy,4.187
human gene therapy clinical development,2.49
human gene therapy methods,1.831
human genetics,4.637
human genomics,3.327
human heredity,1.216
human immunology,2.311
human molecular genetics,5.34
human movement science,1.841
human mutation,4.601
human nature-an interdisciplinary biosocial perspective,2.661
human organization,1.304
human pathology,3.014
human performance,1.302
human psychopharmacology-clinical and experimental,2.211
human relations,2.622
human reproduction,5.02
human reproduction update,11.748
human resource development quarterly,2.441
human resource development review,1.795
human resource management,1.817
human resource management journal,2.147
human resource management review,2.368
human resources for health,1.78
human rights quarterly,0.641
human service organizations management leadership & governance,0.567
human studies,0.592
human vaccines & immunotherapeutics,2.157
human-computer interaction,4.667
human-wildlife interactions,0.704
humor-international journal of humor research,0.655
hvac&r research,0.928
hydrobiologia,2.056
hydrogeology journal,2.109
hydrological processes,3.014
hydrological sciences journal-journal des sciences hydrologiques,2.222
hydrologie und wasserbewirtschaftung,0.481
hydrology and earth system sciences,4.437
hydrology research,1.754
hydrometallurgy,2.605
hyle,0.3
hypatia-a journal of feminist philosophy,1.038
hypertension,6.857
hypertension in pregnancy,1.099
hypertension research,3.581
hystrix-italian journal of mammalogy,1.479
iawa journal,0.403
iberica,0.2
ibis,2.279
ibm journal of research and development,1.083
icarus,3.131
icelandic agricultural sciences,0.8
ices journal of marine science,2.76
icga journal,0.152
ichnos-an international journal for plant and animal traces,1.182
ichthyological exploration of freshwaters,0.953
ichthyological research,1.258
icon-international journal of constitutional law,0.896
ideggyogyaszati szemle-clinical neuroscience,0.322
identities-global studies in culture and power,0.769
idojaras,0.49
ids bulletin-institute of development studies,0.538
ieee access,3.244
ieee aerospace and electronic systems magazine,0.771
ieee annals of the history of computing,0.933
ieee antennas and propagation magazine,1.873
ieee antennas and wireless propagation letters,2.533
ieee circuits and systems magazine,2.071
ieee communications letters,1.988
ieee communications magazine,10.435
ieee communications surveys and tutorials,17.188
ieee computational intelligence magazine,6.343
ieee computer architecture letters,1.397
ieee computer graphics and applications,1.987
ieee consumer electronics magazine,1.153
ieee control systems magazine,5.196
ieee design & test,1.366
ieee electrical insulation magazine,2.333
ieee electron device letters,3.048
ieee geoscience and remote sensing letters,2.761
ieee geoscience and remote sensing magazine,2.676
ieee industrial electronics magazine,10.71
ieee industry applications magazine,1.169
ieee instrumentation & measurement magazine,1.438
ieee intelligent systems,2.374
ieee intelligent transportation systems magazine,3.654
ieee internet computing,1.521
ieee internet of things journal,7.596
ieee journal of biomedical and health informatics,3.451
ieee journal of emerging and selected topics in power electronics,4.269
ieee journal of oceanic engineering,2.297
ieee journal of photovoltaics,3.712
ieee journal of quantum electronics,1.917
ieee journal of selected topics in applied earth observations and remote sensing,2.913
ieee journal of selected topics in quantum electronics,3.971
ieee journal of selected topics in signal processing,5.301
ieee journal of solid-state circuits,4.181
ieee journal of the electron devices society,3.141
ieee journal on emerging and selected topics in circuits and systems,2.542
ieee journal on selected areas in communications,8.085
ieee latin america transactions,0.631
ieee magnetics letters,1.644
ieee micro,1.933
ieee microwave and wireless components letters,1.887
ieee microwave magazine,3.029
ieee multimedia,2.849
ieee network,7.23
ieee pervasive computing,3.25
ieee photonics journal,2.291
ieee photonics technology letters,2.375
ieee power & energy magazine,1.953
ieee pulse,0.5
ieee robotics & automation magazine,3.276
ieee security & privacy,1.382
ieee sensors journal,2.512
ieee signal processing letters,2.528
ieee signal processing magazine,9.654
ieee software,2.19
ieee spectrum,1.873
ieee systems journal,3.882
ieee technology and society magazine,0.943
ieee transactions on aerospace and electronic systems,1.975
ieee transactions on affective computing,3.149
ieee transactions on antennas and propagation,2.957
ieee transactions on automatic control,4.27
ieee transactions on automation science and engineering,3.502
ieee transactions on autonomous mental development,1.638
ieee transactions on biomedical circuits and systems,2.937
ieee transactions on biomedical engineering,3.577
ieee transactions on broadcasting,3.765
ieee transactions on circuits and systems for video technology,3.599
ieee transactions on circuits and systems ii-express briefs,1.66
ieee transactions on circuits and systems i-regular papers,2.407
ieee transactions on communications,4.058
ieee transactions on components packaging and manufacturing technology,1.581
ieee transactions on computational intelligence and ai in games,1.113
ieee transactions on computer-aided design of integrated circuits and systems,1.942
ieee transactions on computers,2.916
ieee transactions on consumer electronics,1.694
ieee transactions on control systems technology,3.882
ieee transactions on cybernetics,7.384
ieee transactions on dependable and secure computing,2.926
